ordernumber,orderdate,status,productcode,productline,quantityordered,priceeach,total_price,sales,tva_estime,country,dealsize,month
10291,2004-09-08,Shipped,S18_4600,Trucks and Buses,48,100.0,4800.0,5288.64,488.64,Sweden,Medium,9
10305,2004-10-13,Shipped,S18_4600,Trucks and Buses,22,99.29,2184.38,2184.38,0.0,USA,Small,10
10313,2004-10-22,Shipped,S18_4600,Trucks and Buses,28,100.0,2800.0,2881.76,81.76,Canada,Small,10
10323,2004-11-05,Shipped,S18_4600,Trucks and Buses,47,100.0,4700.0,6203.06,1503.06,Germany,Medium,11
10334,2004-11-19,On Hold,S18_4600,Trucks and Buses,49,100.0,4900.0,6763.47,1863.47,Sweden,Medium,11
10347,2004-11-29,Shipped,S18_4600,Trucks and Buses,45,100.0,4500.0,5884.65,1384.65,Australia,Medium,11
10357,2004-12-10,Shipped,S18_4600,Trucks and Buses,28,100.0,2800.0,3559.64,759.64,USA,Medium,12
10370,2005-01-20,Shipped,S18_4600,Trucks and Buses,29,57.53,1668.3700000000001,1668.37,0.0,Australia,Small,1
10382,2005-02-17,Shipped,S18_4600,Trucks and Buses,39,100.0,3900.0,4890.6,990.6,USA,Medium,2
10411,2005-05-01,Shipped,S18_4600,Trucks and Buses,46,100.0,4600.0,5235.72,635.72,Canada,Medium,5
10425,2005-05-31,In Process,S18_4600,Trucks and Buses,38,100.0,3800.0,4325.16,525.16,France,Medium,5
10103,2003-01-29,Shipped,S18_4668,Vintage Cars,41,47.29,1938.8899999999999,1938.89,0.0,Norway,Small,1
10113,2003-03-26,Shipped,S18_4668,Vintage Cars,50,49.81,2490.5,2490.5,0.0,USA,Small,3
10126,2003-05-28,Shipped,S18_4668,Vintage Cars,43,53.83,2314.69,2314.69,0.0,Spain,Small,5
10140,2003-07-24,Shipped,S18_4668,Vintage Cars,29,43.27,1254.8300000000002,1254.83,0.0,USA,Small,7
10150,2003-09-19,Shipped,S18_4668,Vintage Cars,30,42.76,1282.8,1282.8,0.0,Singapore,Small,9
10164,2003-10-21,Resolved,S18_4668,Vintage Cars,25,53.83,1345.75,1345.75,0.0,Austria,Small,10
10174,2003-11-06,Shipped,S18_4668,Vintage Cars,49,44.78,2194.2200000000003,2194.22,0.0,Australia,Small,11
10183,2003-11-13,Shipped,S18_4668,Vintage Cars,40,49.3,1972.0,1972.0,0.0,USA,Small,11
10194,2003-11-25,Shipped,S18_4668,Vintage Cars,41,44.78,1835.98,1835.98,0.0,France,Small,11
10206,2003-12-05,Shipped,S18_4668,Vintage Cars,21,53.33,1119.93,1119.93,0.0,Canada,Small,12
10215,2004-01-29,Shipped,S18_4668,Vintage Cars,46,45.28,2082.88,2082.88,0.0,USA,Small,1
10229,2004-03-11,Shipped,S18_4668,Vintage Cars,39,40.25,1569.75,1569.75,0.0,USA,Small,3
10245,2004-05-04,Shipped,S18_4668,Vintage Cars,45,59.87,2694.15,2694.15,0.0,USA,Small,5
10258,2004-06-15,Shipped,S18_4668,Vintage Cars,21,59.87,1257.27,1257.27,0.0,Japan,Small,6
10270,2004-07-19,Shipped,S18_4668,Vintage Cars,44,58.36,2567.84,2567.84,0.0,Australia,Small,7
10281,2004-08-19,Shipped,S18_4668,Vintage Cars,44,59.87,2634.2799999999997,2634.28,0.0,USA,Small,8
10291,2004-09-08,Shipped,S18_4668,Vintage Cars,29,51.82,1502.78,1502.78,0.0,Sweden,Small,9
10304,2004-10-11,Shipped,S18_4668,Vintage Cars,34,49.3,1676.1999999999998,1676.2,0.0,France,Small,10
10312,2004-10-21,Shipped,S18_4668,Vintage Cars,39,56.85,2217.15,2217.15,0.0,USA,Small,10
10324,2004-11-05,Shipped,S18_4668,Vintage Cars,38,100.0,3800.0,6832.02,3032.02,USA,Medium,11
10333,2004-11-18,Shipped,S18_4668,Vintage Cars,24,79.86,1916.6399999999999,1916.64,0.0,USA,Small,11
10348,2004-11-01,Shipped,S18_4668,Vintage Cars,29,100.0,2900.0,7110.8,4210.8,Spain,Large,11
10358,2004-12-10,Shipped,S18_4668,Vintage Cars,30,100.0,3000.0,5302.8,2302.8,Spain,Medium,12
10370,2005-01-20,Shipped,S18_4668,Vintage Cars,20,100.0,2000.0,2730.0,730.0,Australia,Small,1
10382,2005-02-17,Shipped,S18_4668,Vintage Cars,39,100.0,3900.0,7827.3,3927.3,USA,Large,2
10411,2005-05-01,Shipped,S18_4668,Vintage Cars,35,59.87,2095.45,2095.45,0.0,Canada,Small,5
10424,2005-05-31,In Process,S18_4668,Vintage Cars,26,59.87,1556.62,1556.62,0.0,Spain,Small,5
10108,2003-03-03,Shipped,S18_4721,Classic Cars,44,100.0,4400.0,5565.12,1165.12,Philippines,Medium,3
10122,2003-05-08,Shipped,S18_4721,Classic Cars,28,100.0,2800.0,3583.16,783.16,France,Medium,5
10135,2003-07-02,Shipped,S18_4721,Classic Cars,31,100.0,3100.0,4705.18,1605.18,USA,Medium,7
10146,2003-09-03,Shipped,S18_4721,Classic Cars,29,100.0,2900.0,4444.54,1544.54,USA,Medium,9
10159,2003-10-10,Shipped,S18_4721,Classic Cars,32,100.0,3200.0,4618.88,1418.88,USA,Medium,10
10169,2003-11-04,Shipped,S18_4721,Classic Cars,33,100.0,3300.0,4910.4,1610.4,Australia,Medium,11
10180,2003-11-11,Shipped,S18_4721,Classic Cars,44,100.0,4400.0,5565.12,1165.12,France,Medium,11
10191,2003-11-20,Shipped,S18_4721,Classic Cars,32,100.0,3200.0,4237.76,1037.76,Germany,Medium,11
10211,2004-01-15,Shipped,S18_4721,Classic Cars,41,100.0,4100.0,5673.58,1573.58,France,Medium,1
10225,2004-02-22,Shipped,S18_4721,Classic Cars,35,100.0,3500.0,5260.15,1760.15,Switzerland,Medium,2
10238,2004-04-09,Shipped,S18_4721,Classic Cars,44,100.0,4400.0,6350.96,1950.96,Denmark,Medium,4
10252,2004-05-26,Shipped,S18_4721,Classic Cars,26,100.0,2600.0,3559.4,959.4,France,Medium,5
10264,2004-06-30,Shipped,S18_4721,Classic Cars,20,100.0,2000.0,2410.6,410.6,USA,Small,6
10276,2004-08-02,Shipped,S18_4721,Classic Cars,48,100.0,4800.0,5713.92,913.92,USA,Medium,8
10287,2004-08-30,Shipped,S18_4721,Classic Cars,34,100.0,3400.0,4300.32,900.32,Switzerland,Medium,8
10299,2004-09-30,Shipped,S18_4721,Classic Cars,49,100.0,4900.0,7947.31,3047.31,Finland,Large,9
10310,2004-10-16,Shipped,S18_4721,Classic Cars,40,100.0,4000.0,5356.8,1356.8,Germany,Medium,10
10319,2004-11-03,Shipped,S18_4721,Classic Cars,45,100.0,4500.0,7901.1,3401.1,USA,Large,11
10330,2004-11-16,Shipped,S18_4721,Classic Cars,50,100.0,5000.0,6101.0,1101.0,Philippines,Medium,11
10342,2004-11-24,Shipped,S18_4721,Classic Cars,38,100.0,3800.0,6276.46,2476.46,Australia,Medium,11
10355,2004-12-07,Shipped,S18_4721,Classic Cars,25,100.0,2500.0,4203.5,1703.5,Spain,Medium,12
10363,2005-01-06,Shipped,S18_4721,Classic Cars,28,58.18,1629.04,1629.04,0.0,Finland,Small,1
10378,2005-02-10,Shipped,S18_4721,Classic Cars,49,67.14,3289.86,3289.86,0.0,Spain,Medium,2
10390,2005-03-04,Shipped,S18_4721,Classic Cars,49,100.0,4900.0,6862.94,1962.94,USA,Medium,3
10110,2003-03-18,Shipped,S18_4933,Classic Cars,42,61.29,2574.18,2574.18,0.0,UK,Small,3
10124,2003-05-21,Shipped,S18_4933,Classic Cars,23,57.73,1327.79,1327.79,0.0,USA,Small,5
10148,2003-09-11,Shipped,S18_4933,Classic Cars,29,81.25,2356.25,2356.25,0.0,Australia,Small,9
10161,2003-10-17,Shipped,S18_4933,Classic Cars,25,80.54,2013.5000000000002,2013.5,0.0,Denmark,Small,10
10173,2003-11-05,Shipped,S18_4933,Classic Cars,39,71.98,2807.2200000000003,2807.22,0.0,Italy,Small,11
10182,2003-11-12,Shipped,S18_4933,Classic Cars,44,69.84,3072.96,3072.96,0.0,USA,Medium,11
10193,2003-11-21,Shipped,S18_4933,Classic Cars,25,76.26,1906.5000000000002,1906.5,0.0,Australia,Small,11
10204,2003-12-02,Shipped,S18_4933,Classic Cars,45,76.26,3431.7000000000003,3431.7,0.0,USA,Medium,12
10213,2004-01-22,Shipped,S18_4933,Classic Cars,25,83.39,2084.75,2084.75,0.0,UK,Small,1
10227,2004-03-02,Shipped,S18_4933,Classic Cars,37,57.73,2136.0099999999998,2136.01,0.0,France,Small,3
10241,2004-04-13,Shipped,S18_4933,Classic Cars,30,66.99,2009.6999999999998,2009.7,0.0,France,Small,4
10267,2004-07-07,Shipped,S18_4933,Classic Cars,36,75.55,2719.7999999999997,2719.8,0.0,USA,Small,7
10279,2004-08-09,Shipped,S18_4933,Classic Cars,26,60.58,1575.08,1575.08,0.0,Spain,Small,8
10288,2004-09-01,Shipped,S18_4933,Classic Cars,23,73.41,1688.4299999999998,1688.43,0.0,Singapore,Small,9
10302,2003-10-06,Shipped,S18_4933,Classic Cars,23,72.7,1672.1000000000001,1672.1,0.0,UK,Small,10
10311,2004-10-16,Shipped,S18_4933,Classic Cars,25,66.99,1674.7499999999998,1674.75,0.0,Spain,Small,10
10332,2004-11-17,Shipped,S18_4933,Classic Cars,21,100.0,2100.0,3472.98,1372.98,UK,Medium,11
10344,2004-11-25,Shipped,S18_4933,Classic Cars,26,63.43,1649.18,1649.18,0.0,France,Small,11
10367,2005-01-12,Resolved,S18_4933,Classic Cars,44,85.25,3751.0,3751.0,0.0,USA,Medium,1
10380,2005-02-16,Shipped,S18_4933,Classic Cars,24,100.0,2400.0,4536.0,2136.0,Spain,Medium,2
10407,2005-04-22,On Hold,S18_4933,Classic Cars,66,66.99,4421.339999999999,4421.34,0.0,USA,Medium,4
10420,2005-05-29,In Process,S18_4933,Classic Cars,36,57.73,2078.2799999999997,2078.28,0.0,Australia,Small,5
10110,2003-03-18,Shipped,S24_1046,Classic Cars,36,85.25,3069.0,3069.0,0.0,UK,Medium,3
10124,2003-05-21,Shipped,S24_1046,Classic Cars,22,77.9,1713.8000000000002,1713.8,0.0,USA,Small,5
10148,2003-09-11,Shipped,S24_1046,Classic Cars,25,60.26,1506.5,1506.5,0.0,Australia,Small,9
10161,2003-10-17,Shipped,S24_1046,Classic Cars,37,72.76,2692.1200000000003,2692.12,0.0,Denmark,Small,10
10172,2003-11-05,Shipped,S24_1046,Classic Cars,32,75.69,2422.08,2422.08,0.0,USA,Small,11
10182,2003-11-12,Shipped,S24_1046,Classic Cars,47,74.22,3488.34,3488.34,0.0,USA,Medium,11
10192,2003-11-20,Shipped,S24_1046,Classic Cars,37,69.82,2583.3399999999997,2583.34,0.0,USA,Small,11
10204,2003-12-02,Shipped,S24_1046,Classic Cars,20,62.47,1249.4,1249.4,0.0,USA,Small,12
10212,2004-01-16,Shipped,S24_1046,Classic Cars,41,82.31,3374.71,3374.71,0.0,Spain,Medium,1
10226,2004-02-26,Shipped,S24_1046,Classic Cars,21,60.26,1265.46,1265.46,0.0,USA,Small,2
10241,2004-04-13,Shipped,S24_1046,Classic Cars,22,76.43,1681.46,1681.46,0.0,France,Small,4
10267,2004-07-07,Shipped,S24_1046,Classic Cars,40,80.1,3204.0,3204.0,0.0,USA,Medium,7
10279,2004-08-09,Shipped,S24_1046,Classic Cars,32,74.96,2398.72,2398.72,0.0,Spain,Small,8
10288,2004-09-01,Shipped,S24_1046,Classic Cars,36,66.14,2381.04,2381.04,0.0,Singapore,Small,9
10301,2003-10-05,Shipped,S24_1046,Classic Cars,27,72.02,1944.54,1944.54,0.0,Norway,Small,10
10311,2004-10-16,Shipped,S24_1046,Classic Cars,26,87.45,2273.7000000000003,2273.7,0.0,Spain,Small,10
10321,2004-11-04,Shipped,S24_1046,Classic Cars,30,70.55,2116.5,2116.5,0.0,USA,Small,11
10332,2004-11-17,Shipped,S24_1046,Classic Cars,23,56.84,1307.3200000000002,1307.32,0.0,UK,Small,11
10344,2004-11-25,Shipped,S24_1046,Classic Cars,29,59.53,1726.3700000000001,1726.37,0.0,France,Small,11
10367,2005-01-12,Resolved,S24_1046,Classic Cars,21,60.37,1267.77,1267.77,0.0,USA,Small,1
10380,2005-02-16,Shipped,S24_1046,Classic Cars,34,100.0,3400.0,3441.82,41.82,Spain,Medium,2
10407,2005-04-22,On Hold,S24_1046,Classic Cars,26,76.43,1987.1800000000003,1987.18,0.0,USA,Small,4
10420,2005-05-29,In Process,S24_1046,Classic Cars,60,64.67,3880.2000000000003,3880.2,0.0,Australia,Medium,5
10104,2003-01-31,Shipped,S24_1444,Classic Cars,35,55.49,1942.15,1942.15,0.0,Spain,Small,1
10115,2003-04-04,Shipped,S24_1444,Classic Cars,47,69.36,3259.92,3259.92,0.0,USA,Medium,4
10127,2003-06-03,Shipped,S24_1444,Classic Cars,20,60.69,1213.8,1213.8,0.0,USA,Small,6
10141,2003-08-01,Shipped,S24_1444,Classic Cars,20,54.33,1086.6,1086.6,0.0,Finland,Small,8
10152,2003-09-25,Shipped,S24_1444,Classic Cars,25,65.31,1632.75,1632.75,0.0,Australia,Small,9
10165,2003-10-22,Shipped,S24_1444,Classic Cars,25,69.36,1734.0,1734.0,0.0,Singapore,Small,10
10176,2003-11-06,Shipped,S24_1444,Classic Cars,27,68.78,1857.06,1857.06,0.0,Italy,Small,11
10184,2003-11-14,Shipped,S24_1444,Classic Cars,31,60.11,1863.41,1863.41,0.0,Spain,Small,11
10195,2003-11-25,Shipped,S24_1444,Classic Cars,44,66.47,2924.68,2924.68,0.0,USA,Small,11
10207,2003-12-09,Shipped,S24_1444,Classic Cars,49,46.82,2294.18,2294.18,0.0,USA,Small,12
10220,2004-02-12,Shipped,S24_1444,Classic Cars,26,56.07,1457.82,1457.82,0.0,Ireland,Small,2
10230,2004-03-15,Shipped,S24_1444,Classic Cars,36,54.33,1955.8799999999999,1955.88,0.0,Germany,Small,3
10246,2004-05-05,Shipped,S24_1444,Classic Cars,44,52.6,2314.4,2314.4,0.0,Spain,Small,5
10259,2004-06-15,Shipped,S24_1444,Classic Cars,28,46.82,1310.96,1310.96,0.0,Singapore,Small,6
10271,2004-07-20,Shipped,S24_1444,Classic Cars,45,64.74,2913.2999999999997,2913.3,0.0,USA,Small,7
10282,2004-08-20,Shipped,S24_1444,Classic Cars,29,46.82,1357.78,1357.78,0.0,USA,Small,8
10292,2004-09-08,Shipped,S24_1444,Classic Cars,40,53.75,2150.0,2150.0,0.0,USA,Small,9
10305,2004-10-13,Shipped,S24_1444,Classic Cars,45,61.85,2783.25,2783.25,0.0,USA,Small,10
10314,2004-10-22,Shipped,S24_1444,Classic Cars,44,53.18,2339.92,2339.92,0.0,Denmark,Small,10
10324,2004-11-05,Shipped,S24_1444,Classic Cars,25,69.16,1729.0,1729.0,0.0,USA,Small,11
10336,2004-11-20,Shipped,S24_1444,Classic Cars,45,100.0,4500.0,5972.4,1472.4,France,Medium,11
10349,2004-12-01,Shipped,S24_1444,Classic Cars,48,47.4,2275.2,2275.2,0.0,USA,Small,12
10358,2004-12-10,Shipped,S24_1444,Classic Cars,44,60.76,2673.44,2673.44,0.0,Spain,Small,12
10371,2005-01-23,Shipped,S24_1444,Classic Cars,25,97.27,2431.75,2431.75,0.0,USA,Small,1
10383,2005-02-22,Shipped,S24_1444,Classic Cars,22,91.76,2018.72,2018.72,0.0,Spain,Small,2
10394,2005-03-15,Shipped,S24_1444,Classic Cars,31,50.29,1558.99,1558.99,0.0,Spain,Small,3
10412,2005-05-03,Shipped,S24_1444,Classic Cars,21,52.6,1104.6000000000001,1104.6,0.0,Spain,Small,5
10425,2005-05-31,In Process,S24_1444,Classic Cars,55,46.82,2575.1,2575.1,0.0,France,Small,5
10107,2003-02-24,Shipped,S24_1578,Motorcycles,25,100.0,2500.0,2845.75,345.75,USA,Small,2
10120,2003-04-29,Shipped,S24_1578,Motorcycles,35,98.05,3431.75,3431.75,0.0,Australia,Medium,4
10134,2003-07-01,Shipped,S24_1578,Motorcycles,35,93.54,3273.9,3273.9,0.0,France,Medium,7
10145,2003-08-25,Shipped,S24_1578,Motorcycles,43,95.8,4119.4,4119.4,0.0,USA,Medium,8
10159,2003-10-10,Shipped,S24_1578,Motorcycles,44,100.0,4400.0,5355.68,955.68,USA,Medium,10
10168,2003-10-28,Shipped,S24_1578,Motorcycles,50,100.0,5000.0,5747.5,747.5,USA,Medium,10
10180,2003-11-11,Shipped,S24_1578,Motorcycles,48,100.0,4800.0,5355.36,555.36,France,Medium,11
10188,2003-11-18,Shipped,S24_1578,Motorcycles,25,100.0,2500.0,2535.75,35.75,Norway,Small,11
10201,2003-12-01,Shipped,S24_1578,Motorcycles,39,100.0,3900.0,4351.23,451.23,USA,Medium,12
10211,2004-01-15,Shipped,S24_1578,Motorcycles,25,90.16,2254.0,2254.0,0.0,France,Small,1
10223,2004-02-20,Shipped,S24_1578,Motorcycles,32,91.29,2921.28,2921.28,0.0,Australia,Small,2
10237,2004-04-05,Shipped,S24_1578,Motorcycles,20,100.0,2000.0,2299.0,299.0,USA,Small,4
10251,2004-05-18,Shipped,S24_1578,Motorcycles,26,100.0,2600.0,2637.18,37.18,USA,Small,5
10263,2004-06-28,Shipped,S24_1578,Motorcycles,42,100.0,4200.0,4307.52,107.52,USA,Medium,6
10275,2004-07-23,Shipped,S24_1578,Motorcycles,21,100.0,2100.0,2153.76,53.76,France,Small,7
10285,2004-08-27,Shipped,S24_1578,Motorcycles,34,100.0,3400.0,3716.88,316.88,USA,Medium,8
10299,2004-09-30,Shipped,S24_1578,Motorcycles,47,100.0,4700.0,5455.76,755.76,Finland,Medium,9
10309,2004-10-15,Shipped,S24_1578,Motorcycles,21,100.0,2100.0,2650.62,550.62,Norway,Small,10
10318,2004-11-02,Shipped,S24_1578,Motorcycles,48,100.0,4800.0,6437.28,1637.28,USA,Medium,11
10329,2004-11-15,Shipped,S24_1578,Motorcycles,30,87.78,2633.4,2633.4,0.0,USA,Small,11
10339,2004-11-23,Shipped,S24_1578,Motorcycles,27,84.39,2278.53,2278.53,0.0,Japan,Small,11
10362,2005-01-05,Shipped,S24_1578,Motorcycles,50,96.92,4846.0,4846.0,0.0,USA,Medium,1
10374,2005-02-02,Shipped,S24_1578,Motorcycles,38,100.0,3800.0,4197.1,397.1,Australia,Medium,2
10389,2005-03-03,Shipped,S24_1578,Motorcycles,45,100.0,4500.0,4597.65,97.65,Sweden,Medium,3
10403,2005-04-08,Shipped,S24_1578,Motorcycles,46,100.0,4600.0,5287.7,687.7,UK,Medium,4
10417,2005-05-13,Disputed,S24_1578,Motorcycles,35,100.0,3500.0,3550.05,50.05,Spain,Medium,5
10110,2003-03-18,Shipped,S24_1628,Classic Cars,29,59.37,1721.73,1721.73,0.0,UK,Small,3
10123,2003-05-20,Shipped,S24_1628,Classic Cars,50,59.87,2993.5,2993.5,0.0,France,Small,5
10137,2003-07-10,Shipped,S24_1628,Classic Cars,26,49.81,1295.06,1295.06,0.0,France,Small,7
10148,2003-09-11,Shipped,S24_1628,Classic Cars,47,56.85,2671.9500000000003,2671.95,0.0,Australia,Small,9
10161,2003-10-17,Shipped,S24_1628,Classic Cars,23,53.33,1226.59,1226.59,0.0,Denmark,Small,10
10172,2003-11-05,Shipped,S24_1628,Classic Cars,34,42.76,1453.84,1453.84,0.0,USA,Small,11
10181,2003-11-12,Shipped,S24_1628,Classic Cars,34,53.83,1830.22,1830.22,0.0,Norway,Small,11
10192,2003-11-20,Shipped,S24_1628,Classic Cars,47,53.83,2530.0099999999998,2530.01,0.0,USA,Small,11
10204,2003-12-02,Shipped,S24_1628,Classic Cars,45,49.81,2241.4500000000003,2241.45,0.0,USA,Small,12
10212,2004-01-16,Shipped,S24_1628,Classic Cars,45,53.33,2399.85,2399.85,0.0,Spain,Small,1
10226,2004-02-26,Shipped,S24_1628,Classic Cars,36,43.27,1557.72,1557.72,0.0,USA,Small,2
10241,2004-04-13,Shipped,S24_1628,Classic Cars,21,40.25,845.25,845.25,0.0,France,Small,4
10266,2004-07-06,Shipped,S24_1628,Classic Cars,28,48.3,1352.3999999999999,1352.4,0.0,Italy,Small,7
10278,2004-08-06,Shipped,S24_1628,Classic Cars,35,45.28,1584.8,1584.8,0.0,USA,Small,8
10288,2004-09-01,Shipped,S24_1628,Classic Cars,50,52.32,2616.0,2616.0,0.0,Singapore,Small,9
10301,2003-10-05,Shipped,S24_1628,Classic Cars,22,51.32,1129.04,1129.04,0.0,Norway,Small,10
10311,2004-10-16,Shipped,S24_1628,Classic Cars,45,49.3,2218.5,2218.5,0.0,Spain,Small,10
10321,2004-11-04,Shipped,S24_1628,Classic Cars,48,42.26,2028.48,2028.48,0.0,USA,Small,11
10332,2004-11-17,Shipped,S24_1628,Classic Cars,20,87.96,1759.1999999999998,1759.2,0.0,UK,Small,11
10343,2004-11-24,Shipped,S24_1628,Classic Cars,27,36.21,977.6700000000001,977.67,0.0,France,Small,11
10367,2005-01-12,Resolved,S24_1628,Classic Cars,38,38.5,1463.0,1463.0,0.0,USA,Small,1
10379,2005-02-10,Shipped,S24_1628,Classic Cars,32,100.0,3200.0,3970.56,770.56,Spain,Medium,2
10407,2005-04-22,On Hold,S24_1628,Classic Cars,64,40.25,2576.0,2576.0,0.0,USA,Small,4
10420,2005-05-29,In Process,S24_1628,Classic Cars,37,60.37,2233.69,2233.69,0.0,Australia,Small,5
10106,2003-02-17,Shipped,S24_1785,Planes,28,88.63,2481.64,2481.64,0.0,Italy,Small,2
10120,2003-04-29,Shipped,S24_1785,Planes,39,100.0,3900.0,4651.53,751.53,Australia,Medium,4
10133,2003-06-27,Shipped,S24_1785,Planes,41,94.1,3858.1,3858.1,0.0,Spain,Medium,6
10145,2003-08-25,Shipped,S24_1785,Planes,40,87.54,3501.6000000000004,3501.6,0.0,USA,Medium,8
10168,2003-10-28,Shipped,S24_1785,Planes,49,100.0,4900.0,6433.7,1533.7,USA,Medium,10
10210,2004-01-12,Shipped,S24_1785,Planes,27,98.48,2658.96,2658.96,0.0,Japan,Small,1
10223,2004-02-20,Shipped,S24_1785,Planes,34,100.0,3400.0,3608.76,208.76,Australia,Medium,2
10235,2004-04-02,Shipped,S24_1785,Planes,23,96.29,2214.67,2214.67,0.0,Canada,Small,4
10250,2004-05-11,Shipped,S24_1785,Planes,31,88.63,2747.5299999999997,2747.53,0.0,USA,Small,5
10262,2004-06-24,Cancelled,S24_1785,Planes,34,97.38,3310.92,3310.92,0.0,Spain,Medium,6
10275,2004-07-23,Shipped,S24_1785,Planes,25,95.2,2380.0,2380.0,0.0,France,Small,7
10284,2004-08-21,Shipped,S24_1785,Planes,22,100.0,2200.0,2310.88,110.88,Norway,Small,8
10297,2004-09-16,Shipped,S24_1785,Planes,32,100.0,3200.0,4061.76,861.76,Ireland,Medium,9
10308,2004-10-15,Shipped,S24_1785,Planes,31,100.0,3100.0,3493.7,393.7,USA,Medium,10
10316,2004-11-01,Shipped,S24_1785,Planes,25,100.0,2500.0,2872.25,372.25,UK,Small,11
10328,2004-11-12,Shipped,S24_1785,Planes,47,87.54,4114.38,4114.38,0.0,Italy,Medium,11
10339,2004-11-23,Shipped,S24_1785,Planes,21,50.65,1063.6499999999999,1063.65,0.0,Japan,Small,11
10353,2004-12-04,Shipped,S24_1785,Planes,28,71.73,2008.44,2008.44,0.0,USA,Small,12
10374,2005-02-02,Shipped,S24_1785,Planes,46,94.1,4328.599999999999,4328.6,0.0,Australia,Medium,2
10386,2005-03-01,Resolved,S24_1785,Planes,33,41.71,1376.43,1376.43,0.0,Spain,Small,3
10398,2005-03-30,Shipped,S24_1785,Planes,43,100.0,4300.0,5552.16,1252.16,France,Medium,3
10401,2005-04-03,On Hold,S24_1785,Planes,38,96.29,3659.0200000000004,3659.02,0.0,USA,Medium,4
10416,2005-05-10,Shipped,S24_1785,Planes,47,88.63,4165.61,4165.61,0.0,Italy,Medium,5
10101,2003-01-09,Shipped,S24_1937,Vintage Cars,45,31.2,1404.0,1404.0,0.0,Germany,Small,1
10110,2003-03-18,Shipped,S24_1937,Vintage Cars,20,35.51,710.1999999999999,710.2,0.0,UK,Small,3
10124,2003-05-21,Shipped,S24_1937,Vintage Cars,45,37.84,1702.8000000000002,1702.8,0.0,USA,Small,5
10149,2003-09-12,Shipped,S24_1937,Vintage Cars,36,33.19,1194.84,1194.84,0.0,USA,Small,9
10162,2003-10-18,Shipped,S24_1937,Vintage Cars,37,27.22,1007.14,1007.14,0.0,USA,Small,10
10173,2003-11-05,Shipped,S24_1937,Vintage Cars,31,31.53,977.4300000000001,977.43,0.0,Italy,Small,11
10182,2003-11-12,Shipped,S24_1937,Vintage Cars,39,36.84,1436.7600000000002,1436.76,0.0,USA,Small,11
10193,2003-11-21,Shipped,S24_1937,Vintage Cars,26,29.21,759.46,759.46,0.0,Australia,Small,11
10205,2003-12-03,Shipped,S24_1937,Vintage Cars,32,37.17,1189.44,1189.44,0.0,Spain,Small,12
10214,2004-01-26,Shipped,S24_1937,Vintage Cars,20,34.19,683.8,683.8,0.0,Spain,Small,1
10227,2004-03-02,Shipped,S24_1937,Vintage Cars,42,29.21,1226.82,1226.82,0.0,France,Small,3
10243,2004-04-26,Shipped,S24_1937,Vintage Cars,33,29.54,974.8199999999999,974.82,0.0,USA,Small,4
10280,2004-08-17,Shipped,S24_1937,Vintage Cars,20,28.88,577.6,577.6,0.0,Italy,Small,8
10288,2004-09-01,Shipped,S24_1937,Vintage Cars,29,38.17,1106.93,1106.93,0.0,Singapore,Small,9
10304,2004-10-11,Shipped,S24_1937,Vintage Cars,23,30.2,694.6,694.6,0.0,France,Small,10
10312,2004-10-21,Shipped,S24_1937,Vintage Cars,39,29.54,1152.06,1152.06,0.0,USA,Small,10
10322,2004-11-04,Shipped,S24_1937,Vintage Cars,20,100.0,2000.0,2624.0,624.0,USA,Small,11
10332,2004-11-17,Shipped,S24_1937,Vintage Cars,45,81.91,3685.95,3685.95,0.0,UK,Medium,11
10344,2004-11-25,Shipped,S24_1937,Vintage Cars,20,35.18,703.6,703.6,0.0,France,Small,11
10356,2004-12-09,Shipped,S24_1937,Vintage Cars,48,100.0,4800.0,9720.0,4920.0,France,Large,12
10367,2005-01-12,Resolved,S24_1937,Vintage Cars,23,36.29,834.67,834.67,0.0,USA,Small,1
10380,2005-02-16,Shipped,S24_1937,Vintage Cars,32,70.56,2257.92,2257.92,0.0,Spain,Small,2
10391,2005-03-09,Shipped,S24_1937,Vintage Cars,33,100.0,3300.0,8344.71,5044.71,Australia,Large,3
10409,2005-04-23,Shipped,S24_1937,Vintage Cars,61,29.54,1801.94,1801.94,0.0,Singapore,Small,4
10420,2005-05-29,In Process,S24_1937,Vintage Cars,45,26.88,1209.6,1209.6,0.0,Australia,Small,5
10107,2003-02-24,Shipped,S24_2000,Motorcycles,38,83.03,3155.14,3155.14,0.0,USA,Medium,2
10120,2003-04-29,Shipped,S24_2000,Motorcycles,34,83.79,2848.86,2848.86,0.0,Australia,Small,4
10134,2003-07-01,Shipped,S24_2000,Motorcycles,43,83.03,3570.29,3570.29,0.0,France,Medium,7
10145,2003-08-25,Shipped,S24_2000,Motorcycles,47,83.03,3902.41,3902.41,0.0,USA,Medium,8
10158,2003-10-10,Shipped,S24_2000,Motorcycles,22,67.03,1474.66,1474.66,0.0,Norway,Small,10
10168,2003-10-28,Shipped,S24_2000,Motorcycles,29,75.41,2186.89,2186.89,0.0,USA,Small,10
10180,2003-11-11,Shipped,S24_2000,Motorcycles,28,68.55,1919.3999999999999,1919.4,0.0,France,Small,11
10188,2003-11-18,Shipped,S24_2000,Motorcycles,40,91.4,3656.0,3656.0,0.0,Norway,Medium,11
10201,2003-12-01,Shipped,S24_2000,Motorcycles,25,73.88,1847.0,1847.0,0.0,USA,Small,12
